,SCHOOL_YEAR,School District Code,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
4044,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Instructional Support,4619.23,10.06
4045,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Maintenance and Operations,227929.94,496.58
4046,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Media,88652.53,193.14
4047,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Pupil Services,326352.37,711.01
4048,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4049,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,School Administration,356296.67,776.25
4050,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,School food Services,0.0,0.0
4051,2017-18,623,Catoosa County,0100,Ringgold Primary School,K-12 Expenditures,Transportation,0.0,0.0
4052,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4053,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4054,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Instruction,3117342.25,7052.81
4055,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Instructional Support,4189.88,9.48
4056,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Maintenance and Operations,244285.72,552.68
4057,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Media,90823.09,205.48
4058,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Pupil Services,74536.36,168.63
4059,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4060,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,School Administration,323943.48,732.9
4061,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4062,2017-18,623,Catoosa County,0185,Tiger Creek Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4063,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4064,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4065,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Instruction,2893687.56,6488.09
4066,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Instructional Support,17069.72,38.27
4067,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Maintenance and Operations,225530.66,505.67
4068,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Media,73774.92,165.41
4069,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Pupil Services,57696.16,129.36
4070,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4071,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,School Administration,356544.71,799.43
4072,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4073,2017-18,623,Catoosa County,1054,West Side Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4074,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4075,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4076,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Instruction,2948576.15,7156.74
4077,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Instructional Support,3822.42,9.28
4078,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Maintenance and Operations,171212.28,415.56
4079,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Media,89708.17,217.74
4080,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Pupil Services,44854.28,108.87
4081,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4082,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,School Administration,310975.65,754.8
4083,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4084,2017-18,623,Catoosa County,0105,Woodstation Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4085,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
4086,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,General Administration,335659.83,335659.83
4087,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Instruction,335569.69,335569.69
4088,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Instructional Support,718351.17,718351.17
4089,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,113287.69,113287.69
4090,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Media,0.0,0.0
4091,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Pupil Services,135000.0,135000.0
4092,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4093,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,School Administration,0.0,0.0
4094,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,School food Services,0.0,0.0
4095,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Expenditures,Transportation,0.0,0.0
4096,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,Federal,0.0,0.0
4097,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,Local,674444.81,674444.81
4098,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,Other,0.0,0.0
4099,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
4100,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,State Other,969426.0,969426.0
4101,2017-18,868,Central Savannah River RESA,ALL,All Column Values,K-12 Revenues,State QBE,0.0,0.0
4102,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
4103,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,General Administration,779574.35,478.56
4104,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Instruction,9028971.75,5542.65
4105,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Instructional Support,358477.87,220.06
4106,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,1511232.97,927.71
4107,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Media,482311.38,296.08
4108,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Pupil Services,598521.71,367.42
4109,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4110,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,School Administration,1105645.32,678.73
4111,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,School food Services,11528.16,7.08
4112,2017-18,624,Charlton County,ALL,All Column Values,K-12 Expenditures,Transportation,899139.51,551.96
4113,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,Federal,112566.5,69.1
4114,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,Local,5807889.11,3565.31
4115,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,Other,0.0,0.0
4116,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
4117,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,State Other,216153.1,132.69
4118,2017-18,624,Charlton County,ALL,All Column Values,K-12 Revenues,State QBE,9212950.0,5655.59
4119,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Debt Services,0.0,0.0
4120,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,General Administration,0.0,0.0
4121,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Instruction,2955666.95,5364.19
4122,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Instructional Support,7533.5,13.67
4123,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Maintenance and Operations,218157.72,395.93
4124,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Media,159610.18,289.67
4125,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Pupil Services,34321.8,62.29
4126,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4127,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,School Administration,350272.72,635.7
4128,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,School food Services,0.0,0.0
4129,2017-18,624,Charlton County,0112,Bethune Middle School,K-12 Expenditures,Transportation,0.0,0.0
4130,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Debt Services,0.0,0.0
4131,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,General Administration,0.0,0.0
4132,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Instruction,2235720.99,5139.59
4133,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Instructional Support,61487.05,141.35
4134,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Maintenance and Operations,355015.0,816.13
4135,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Media,123883.78,284.79
4136,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Pupil Services,332598.76,764.59
4137,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4138,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,School Administration,376763.18,866.12
4139,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,School food Services,0.0,0.0
4140,2017-18,624,Charlton County,0287,Charlton County High School,K-12 Expenditures,Transportation,0.0,0.0
4141,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4142,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4143,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Instruction,2520872.27,5340.83
4144,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Instructional Support,14105.89,29.89
4145,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Maintenance and Operations,198581.4,420.72
4146,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Media,119201.63,252.55
4147,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Pupil Services,79319.23,168.05
4148,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4149,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,School Administration,275796.23,584.31
4150,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4151,2017-18,624,Charlton County,0199,Folkston Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4152,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4153,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4154,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Instruction,909391.83,5943.74
4155,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Instructional Support,4155.48,27.16
4156,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Maintenance and Operations,81984.7,535.85
4157,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Media,56843.39,371.53
4158,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Pupil Services,50180.79,327.98
4159,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4160,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,School Administration,102813.19,671.98
4161,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4162,2017-18,624,Charlton County,4050,St. George Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4163,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
4164,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,General Administration,12842305.45,355.05
4165,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Instruction,239749822.57,6628.42
4166,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Instructional Support,11851467.7,327.66
4167,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,33552848.6,927.64
4168,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Media,6268925.67,173.32
4169,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Pupil Services,14365824.84,397.18
4170,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,582242.92,16.1
4171,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,School Administration,25088392.56,693.62
4172,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,School food Services,86870.82,2.4
4173,2017-18,625,Chatham County,ALL,All Column Values,K-12 Expenditures,Transportation,30499548.28,843.23
4174,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,Federal,1197537.13,33.11
4175,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,Local,224973207.18,6219.88
4176,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,Other,3466012.8,95.83
4177,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
4178,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,State Other,4880624.34,134.94
4179,2017-18,625,Chatham County,ALL,All Column Values,K-12 Revenues,State QBE,147577845.25,4080.12
4180,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4181,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4182,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Instruction,2768226.95,7190.2
4183,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Instructional Support,1115.97,2.9
4184,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Maintenance and Operations,299809.37,778.73
4185,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Media,101958.69,264.83
4186,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Pupil Services,67947.05,176.49
4187,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4188,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,School Administration,360913.45,937.44
4189,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4190,2017-18,625,Chatham County,2068,Andrea B Williams Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4191,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Debt Services,0.0,0.0
4192,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,General Administration,0.0,0.0
4193,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Instruction,5055061.63,5190.0
4194,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Instructional Support,602.47,0.62
4195,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Maintenance and Operations,590232.27,605.99
4196,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Media,162755.67,167.1
4197,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Pupil Services,349913.95,359.25
4198,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4199,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,School Administration,546001.76,560.58
4200,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,School food Services,0.0,0.0
4201,2017-18,625,Chatham County,2052,Beach High School,K-12 Expenditures,Transportation,0.0,0.0
4202,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4203,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4204,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Instruction,2404064.64,7780.14
4205,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Instructional Support,67853.2,219.59
4206,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Maintenance and Operations,197922.46,640.53
4207,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Media,102514.21,331.76
4208,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Pupil Services,75453.87,244.19
4209,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4210,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,School Administration,345499.18,1118.12
4211,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4212,2017-18,625,Chatham County,4052,Bloomingdale Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4213,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4214,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4215,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Instruction,3287259.46,6132.95
4216,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Instructional Support,5936.0,11.07
4217,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Maintenance and Operations,286918.68,535.3
4218,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Media,104085.82,194.19
4219,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Pupil Services,146827.74,273.93
4220,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4221,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,School Administration,368075.31,686.71
4222,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4223,2017-18,625,Chatham County,5052,Butler Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4224,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Debt Services,0.0,0.0
4225,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,General Administration,0.0,0.0
4226,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Instruction,2062616.05,7137.08
4227,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Instructional Support,133553.84,462.12
4228,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Maintenance and Operations,185.53,0.64
4229,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Media,0.0,0.0
4230,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Pupil Services,311.63,1.08
4231,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4232,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,School Administration,307176.46,1062.89
4233,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,School food Services,0.0,0.0
4234,2017-18,625,Chatham County,0109,Coastal Empire Montessori Charter School,K-12 Expenditures,Transportation,0.0,0.0
4235,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Debt Services,0.0,0.0
4236,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,General Administration,0.0,0.0
4237,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Instruction,5004110.27,6940.51
4238,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Instructional Support,4801.38,6.66
4239,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Maintenance and Operations,474292.26,657.83
4240,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Media,121678.95,168.76
4241,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Pupil Services,95277.17,132.15
4242,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4243,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,School Administration,422080.26,585.41
4244,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,School food Services,0.0,0.0
4245,2017-18,625,Chatham County,0311,Coastal Middle School,K-12 Expenditures,Transportation,0.0,0.0
4246,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Debt Services,0.0,0.0
4247,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,General Administration,0.0,0.0
4248,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Instruction,3806151.17,5947.11
4249,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Instructional Support,7024.28,10.98
4250,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Maintenance and Operations,429478.09,671.06
4251,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Media,77971.17,121.83
4252,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Pupil Services,108801.77,170.0
4253,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4254,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,School Administration,513051.42,801.64
4255,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,School food Services,0.0,0.0
4256,2017-18,625,Chatham County,0201,DeRenne Middle School,K-12 Expenditures,Transportation,0.0,0.0
4257,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Debt Services,0.0,0.0
4258,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,General Administration,0.0,0.0
4259,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Instruction,3952430.24,8049.76
4260,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Instructional Support,1878.14,3.83
4261,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Maintenance and Operations,306287.19,623.8
4262,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Media,119551.98,243.49
4263,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Pupil Services,57338.99,116.78
4264,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4265,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,School Administration,374433.07,762.59
4266,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,School food Services,0.0,0.0
4267,2017-18,625,Chatham County,0191,East Broad Street School,K-12 Expenditures,Transportation,0.0,0.0
4268,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4269,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4270,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Instruction,3886381.38,8130.5
4271,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Instructional Support,2714.92,5.68
4272,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Maintenance and Operations,221497.77,463.38
4273,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Media,137131.92,286.89
4274,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Pupil Services,69931.03,146.3
4275,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4276,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,School Administration,369120.63,772.22
4277,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,School food Services,0.0,0.0
4278,2017-18,625,Chatham County,4054,Ellis Elementary School,K-12 Expenditures,Transportation,0.0,0.0
4279,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Debt Services,0.0,0.0
4280,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,General Administration,0.0,0.0
4281,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Instruction,5168483.09,6984.44
4282,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Instructional Support,2379.14,3.22
4283,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Maintenance and Operations,433625.8,585.98
4284,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Media,119884.95,162.01
4285,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Pupil Services,97413.13,131.64
4286,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4287,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,School Administration,399553.29,539.94
4288,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,School food Services,0.0,0.0
4289,2017-18,625,Chatham County,0192,Esther F. Garrison School for the Arts,K-12 Expenditures,Transportation,0.0,0.0
4290,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
4291,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,General Administration,0.0,0.0
4292,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Instruction,3455645.52,5917.2
4293,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Instructional Support,3815.48,6.53
4294,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Maintenance and Operations,254802.97,436.31
4295,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Media,129280.99,221.37
4296,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Pupil Services,55709.1,95.39
4297,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
4298,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,School Administration,402932.2,689.95
4299,2017-18,625,Chatham County,1056,Gadsden Elementary School,K-12 Expenditures,School food Services,0.0,0.0
